geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"Newton County, MO","county",05000US29145,0.31,0.317,0.32
"Nodaway County, MO","county",05000US29147,0.279,0.284,0.297
"Oregon County, MO","county",05000US29149,0.32,0.336,0.324
"Osage County, MO","county",05000US29151,0.317,0.326,0.333
"Ozark County, MO","county",05000US29153,0.312,0.332,0.334
"Pemiscot County, MO","county",05000US29155,0.337,0.338,0.344
"Perry County, MO","county",05000US29157,0.307,0.317,0.33
"Pettis County, MO","county",05000US29159,0.316,0.352,0.365
"Phelps County, MO","county",05000US29161,0.315,0.301,0.27
"Pike County, MO","county",05000US29163,0.344,0.312,0.288
"Platte County, MO","county",05000US29165,0.3,0.311,0.308
"Polk County, MO","county",05000US29167,0.312,0.322,0.294
"Pulaski County, MO","county",05000US29169,0.336,0.332,0.284
"Putnam County, MO","county",05000US29171,0.311,0.324,0.319
"Ralls County, MO","county",05000US29173,0.347,0.345,0.326
"Randolph County, MO","county",05000US29175,0.316,0.326,0.33
"Ray County, MO","county",05000US29177,0.315,0.354,0.348
"Reynolds County, MO","county",05000US29179,0.332,0.327,0.326
"Ripley County, MO","county",05000US29181,0.338,0.342,0.343
"St. Charles County, MO","county",05000US29183,0.302,0.283,0.25
"St. Clair County, MO","county",05000US29185,0.311,0.308,0.286
"Ste. Genevieve County, MO","county",05000US29186,0.283,0.288,0.301
"St. Francois County, MO","county",05000US29187,0.325,0.336,0.328
"St. Louis County, MO","county",05000US29189,0.282,0.276,0.29
"Saline County, MO","county",05000US29195,0.393,0.38,0.376
"Schuyler County, MO","county",05000US29197,0.32,0.319,0.303
"Scotland County, MO","county",05000US29199,0.342,0.346,0.312
"Scott County, MO","county",05000US29201,0.375,0.363,0.365
"Shannon County, MO","county",05000US29203,0.342,0.333,0.297
"Shelby County, MO","county",05000US29205,0.333,0.328,0.331
"Stoddard County, MO","county",05000US29207,0.317,0.341,0.328
"Stone County, MO","county",05000US29209,0.325,0.322,0.332
"Sullivan County, MO","county",05000US29211,0.32,0.341,0.357
"Taney County, MO","county",05000US29213,0.299,0.308,0.309
"Texas County, MO","county",05000US29215,0.321,0.307,0.326
"Vernon County, MO","county",05000US29217,0.281,0.311,0.303
"Warren County, MO","county",05000US29219,0.308,0.292,0.284
"Washington County, MO","county",05000US29221,0.338,0.367,0.336
"Wayne County, MO","county",05000US29223,0.325,0.347,0.361
"Webster County, MO","county",05000US29225,0.326,0.329,0.338
"Worth County, MO","county",05000US29227,0.29,0.312,0.302
"Wright County, MO","county",05000US29229,0.355,0.356,0.314
"St. Louis city, MO","county",05000US29510,0.333,0.318,0.338
"Beaverhead County, MT","county",05000US30001,0.245,0.266,0.242
"Big Horn County, MT","county",05000US30003,0.366,0.367,0.388
"Blaine County, MT","county",05000US30005,0.328,0.338,0.356
"Broadwater County, MT","county",05000US30007,0.301,0.335,0.304
"Carbon County, MT","county",05000US30009,0.249,0.241,0.24
"Carter County, MT","county",05000US30011,0.263,0.258,0.25
"Cascade County, MT","county",05000US30013,0.289,0.29,0.282
"Chouteau County, MT","county",05000US30015,0.281,0.26,0.262
"Custer County, MT","county",05000US30017,0.268,0.301,0.306
"Daniels County, MT","county",05000US30019,0.259,0.261,0.255
"Dawson County, MT","county",05000US30021,0.271,0.284,0.309
"Deer Lodge County, MT","county",05000US30023,0.277,0.269,0.259
"Fallon County, MT","county",05000US30025,0.263,0.274,0.277
"Fergus County, MT","county",05000US30027,0.252,0.261,0.26
"Flathead County, MT","county",05000US30029,0.211,0.221,0.231
"Gallatin County, MT","county",05000US30031,0.169,0.164,0.155
"Garfield County, MT","county",05000US30033,0.245,0.256,0.259
"Glacier County, MT","county",05000US30035,0.317,0.342,0.342
"Golden Valley County, MT","county",05000US30037,0.272,0.267,0.244
"Granite County, MT","county",05000US30039,0.227,0.262,0.29
"Hill County, MT","county",05000US30041,0.332,0.335,0.334
"Jefferson County, MT","county",05000US30043,0.207,0.243,0.275
"Judith Basin County, MT","county",05000US30045,0.259,0.264,0.288
"Lake County, MT","county",05000US30047,0.267,0.27,0.277
"Lewis and Clark County, MT","county",05000US30049,0.23,0.244,0.243
"Liberty County, MT","county",05000US30051,0.269,0.264,0.265
"Lincoln County, MT","county",05000US30053,0.295,0.271,0.288
"McCone County, MT","county",05000US30055,0.275,0.239,0.238
"Madison County, MT","county",05000US30057,0.208,0.206,0.217
"Meagher County, MT","county",05000US30059,0.25,0.24,0.239
"Mineral County, MT","county",05000US30061,0.285,0.263,0.277
"Missoula County, MT","county",05000US30063,0.211,0.214,0.222
"Musselshell County, MT","county",05000US30065,0.234,0.268,0.275
"Park County, MT","county",05000US30067,0.232,0.226,0.226
"Petroleum County, MT","county",05000US30069,0.244,0.249,0.246
"Phillips County, MT","county",05000US30071,0.27,0.262,0.29
"Pondera County, MT","county",05000US30073,0.285,0.298,0.294
"Powder River County, MT","county",05000US30075,0.253,0.271,0.273
"Powell County, MT","county",05000US30077,0.244,0.275,0.28
"Prairie County, MT","county",05000US30079,0.266,0.271,0.262
"Ravalli County, MT","county",05000US30081,0.205,0.207,0.233
"Richland County, MT","county",05000US30083,0.297,0.29,0.307
"Roosevelt County, MT","county",05000US30085,0.365,0.348,0.369
"Rosebud County, MT","county",05000US30087,0.323,0.337,0.356
"Sanders County, MT","county",05000US30089,0.279,0.278,0.268
"Sheridan County, MT","county",05000US30091,0.303,0.303,0.298
"Silver Bow County, MT","county",05000US30093,0.266,0.251,0.255
"Stillwater County, MT","county",05000US30095,0.236,0.217,0.218
"Sweet Grass County, MT","county",05000US30097,0.217,0.23,0.243
"Teton County, MT","county",05000US30099,0.261,0.264,0.267
"Toole County, MT","county",05000US30101,0.285,0.265,0.265
"Treasure County, MT","county",05000US30103,0.263,0.268,0.256
"Valley County, MT","county",05000US30105,0.291,0.29,0.292
"Wheatland County, MT","county",05000US30107,0.249,0.263,0.253
"Wibaux County, MT","county",05000US30109,0.283,0.283,0.266
"Yellowstone County, MT","county",05000US30111,0.257,0.248,0.251
"Adams County, NE","county",05000US31001,0.292,0.297,0.33
"Antelope County, NE","county",05000US31003,0.272,0.271,0.276
"Arthur County, NE","county",05000US31005,0.289,0.298,0.297
"Banner County, NE","county",05000US31007,0.338,0.331,0.335
"Blaine County, NE","county",05000US31009,0.265,0.276,0.291
"Boone County, NE","county",05000US31011,0.284,0.279,0.316
"Box Butte County, NE","county",05000US31013,0.321,0.315,0.339
"Boyd County, NE","county",05000US31015,0.307,0.328,0.342
"Brown County, NE","county",05000US31017,0.31,0.31,0.302
"Buffalo County, NE","county",05000US31019,0.283,0.296,0.301
"Burt County, NE","county",05000US31021,0.314,0.327,0.31
"Butler County, NE","county",05000US31023,0.271,0.282,0.32
"Cass County, NE","county",05000US31025,0.331,0.338,0.354
"Cedar County, NE","county",05000US31027,0.269,0.28,0.283
"Chase County, NE","county",05000US31029,0.282,0.272,0.306
"Cherry County, NE","county",05000US31031,0.263,0.26,0.262
"Cheyenne County, NE","county",05000US31033,0.265,0.283,0.315
"Clay County, NE","county",05000US31035,0.344,0.324,0.329
"Colfax County, NE","county",05000US31037,0.313,0.311,0.315
"Cuming County, NE","county",05000US31039,0.287,0.289,0.297
"Custer County, NE","county",05000US31041,0.332,0.341,0.32
"Dakota County, NE","county",05000US31043,0.335,0.344,0.358
"Dawes County, NE","county",05000US31045,0.287,0.28,0.273
"Dawson County, NE","county",05000US31047,0.328,0.329,0.338
"Deuel County, NE","county",05000US31049,0.266,0.271,0.301
"Dixon County, NE","county",05000US31051,0.315,0.307,0.315
"Dodge County, NE","county",05000US31053,0.298,0.308,0.327
"Douglas County, NE","county",05000US31055,0.28,0.282,0.278
"Dundy County, NE","county",05000US31057,0.332,0.341,0.353
"Fillmore County, NE","county",05000US31059,0.288,0.305,0.334
"Franklin County, NE","county",05000US31061,0.338,0.364,0.367
"Frontier County, NE","county",05000US31063,0.323,0.35,0.355
"Furnas County, NE","county",05000US31065,0.327,0.326,0.339
"Gage County, NE","county",05000US31067,0.339,0.354,0.341
"Garden County, NE","county",05000US31069,0.282,0.313,0.326
"Garfield County, NE","county",05000US31071,0.277,0.276,0.284
"Gosper County, NE","county",05000US31073,0.315,0.336,0.344
"Grant County, NE","county",05000US31075,0.269,0.289,0.283
"Greeley County, NE","county",05000US31077,0.322,0.334,0.324
"Hall County, NE","county",05000US31079,0.311,0.33,0.339
"Hamilton County, NE","county",05000US31081,0.29,0.302,0.325
"Harlan County, NE","county",05000US31083,0.298,0.314,0.321
"Hayes County, NE","county",05000US31085,0.273,0.303,0.332
"Hitchcock County, NE","county",05000US31087,0.324,0.342,0.359
"Holt County, NE","county",05000US31089,0.312,0.319,0.302
"Hooker County, NE","county",05000US31091,0.285,0.271,0.266
"Howard County, NE","county",05000US31093,0.301,0.309,0.294
"Jefferson County, NE","county",05000US31095,0.341,0.352,0.362
"Johnson County, NE","county",05000US31097,0.303,0.297,0.303
"Kearney County, NE","county",05000US31099,0.3,0.323,0.311
"Keith County, NE","county",05000US31101,0.276,0.28,0.275
"Keya Paha County, NE","county",05000US31103,0.271,0.278,0.296
"Kimball County, NE","county",05000US31105,0.312,0.316,0.314
"Knox County, NE","county",05000US31107,0.282,0.3,0.316
"Lancaster County, NE","county",05000US31109,0.263,0.261,0.26
"Lincoln County, NE","county",05000US31111,0.328,0.332,0.317
"Logan County, NE","county",05000US31113,0.278,0.286,0.311
"Loup County, NE","county",05000US31115,0.285,0.301,0.307
"McPherson County, NE","county",05000US31117,0.286,0.31,0.305
"Madison County, NE","county",05000US31119,0.309,0.323,0.326
"Merrick County, NE","county",05000US31121,0.334,0.344,0.326
"Morrill County, NE","county",05000US31123,0.302,0.306,0.302
"Nance County, NE","county",05000US31125,0.305,0.305,0.298
"Nemaha County, NE","county",05000US31127,0.35,0.346,0.355
"Nuckolls County, NE","county",05000US31129,0.292,0.309,0.335
"Otoe County, NE","county",05000US31131,0.339,0.337,0.339
"Pawnee County, NE","county",05000US31133,0.325,0.317,0.298
"Perkins County, NE","county",05000US31135,0.313,0.264,0.245
"Phelps County, NE","county",05000US31137,0.334,0.35,0.334
"Pierce County, NE","county",05000US31139,0.365,0.353,0.341
"Platte County, NE","county",05000US31141,0.292,0.3,0.293
"Polk County, NE","county",05000US31143,0.313,0.3,0.295
"Red Willow County, NE","county",05000US31145,0.306,0.299,0.319
"Richardson County, NE","county",05000US31147,0.325,0.357,0.367
"Rock County, NE","county",05000US31149,0.341,0.315,0.303
"Saline County, NE","county",05000US31151,0.319,0.331,0.33
"Sarpy County, NE","county",05000US31153,0.284,0.289,0.306
"Saunders County, NE","county",05000US31155,0.293,0.273,0.286
"Scotts Bluff County, NE","county",05000US31157,0.333,0.342,0.339
"Seward County, NE","county",05000US31159,0.287,0.291,0.294
"Sheridan County, NE","county",05000US31161,0.292,0.301,0.302
"Sherman County, NE","county",05000US31163,0.327,0.344,0.331
"Sioux County, NE","county",05000US31165,0.297,0.308,0.323
"Stanton County, NE","county",05000US31167,0.338,0.332,0.343
"Thayer County, NE","county",05000US31169,0.322,0.301,0.302
"Thomas County, NE","county",05000US31171,0.32,0.308,0.328
"Thurston County, NE","county",05000US31173,0.407,0.408,0.418
"Valley County, NE","county",05000US31175,0.308,0.314,0.323
"Washington County, NE","county",05000US31177,0.312,0.31,0.315
"Wayne County, NE","county",05000US31179,0.286,0.296,0.296
"Webster County, NE","county",05000US31181,0.309,0.318,0.329
"Wheeler County, NE","county",05000US31183,0.278,0.278,0.281
"York County, NE","county",05000US31185,0.32,0.321,0.336
"Churchill County, NV","county",05000US32001,0.316,0.288,0.255
"Clark County, NV","county",05000US32003,0.249,0.258,0.278
"Douglas County, NV","county",05000US32005,0.219,0.224,0.214
"Elko County, NV","county",05000US32007,0.321,0.319,0.303
"Esmeralda County, NV","county",05000US32009,0.274,0.266,0.255
"Eureka County, NV","county",05000US32011,0.26,0.263,0.272
"Humboldt County, NV","county",05000US32013,0.259,0.247,0.257
"Lander County, NV","county",05000US32015,0.294,0.285,0.304
"Lincoln County, NV","county",05000US32017,0.247,0.252,0.259
"Lyon County, NV","county",05000US32019,0.284,0.299,0.298
"Mineral County, NV","county",05000US32021,0.269,0.264,0.28
"Nye County, NV","county",05000US32023,0.291,0.291,0.315
"Pershing County, NV","county",05000US32027,0.31,0.324,0.311
"Storey County, NV","county",05000US32029,0.252,0.259,0.269
"Washoe County, NV","county",05000US32031,0.222,0.222,0.218
"White Pine County, NV","county",05000US32033,0.248,0.251,0.287
"Carson City County, NV","county",05000US32510,0.23,0.241,0.246
"Belknap County, NH","county",05000US33001,0.295,0.307,0.313
"Carroll County, NH","county",05000US33003,0.238,0.231,0.252
"Cheshire County, NH","county",05000US33005,0.254,0.25,0.274
"Coos County, NH","county",05000US33007,0.313,0.301,0.305
"Grafton County, NH","county",05000US33009,0.267,0.267,0.253
"Hillsborough County, NH","county",05000US33011,0.272,0.273,0.285
"Merrimack County, NH","county",05000US33013,0.276,0.29,0.295
"Rockingham County, NH","county",05000US33015,0.257,0.257,0.261
"Strafford County, NH","county",05000US33017,0.305,0.298,0.291
"Sullivan County, NH","county",05000US33019,0.266,0.282,0.288
"Atlantic County, NJ","county",05000US34001,0.268,0.268,0.276
"Bergen County, NJ","county",05000US34003,0.208,0.204,0.215
"Burlington County, NJ","county",05000US34005,0.27,0.27,0.28
"Camden County, NJ","county",05000US34007,0.283,0.29,0.302
"Cape May County, NJ","county",05000US34009,0.263,0.271,0.279
"Cumberland County, NJ","county",05000US34011,0.339,0.336,0.345
"Essex County, NJ","county",05000US34013,0.265,0.273,0.287
"Gloucester County, NJ","county",05000US34015,0.286,0.292,0.303
"Hudson County, NJ","county",05000US34017,0.236,0.239,0.239
"Hunterdon County, NJ","county",05000US34019,0.206,0.213,0.223
"Mercer County, NJ","county",05000US34021,0.237,0.243,0.246
"Middlesex County, NJ","county",05000US34023,0.226,0.24,0.25
"Monmouth County, NJ","county",05000US34025,0.23,0.227,0.232
"Morris County, NJ","county",05000US34027,0.214,0.204,0.21
"Ocean County, NJ","county",05000US34029,0.268,0.268,0.281
"Passaic County, NJ","county",05000US34031,0.236,0.241,0.257
"Salem County, NJ","county",05000US34033,0.323,0.32,0.339
"Somerset County, NJ","county",05000US34035,0.213,0.213,0.226
"Sussex County, NJ","county",05000US34037,0.246,0.255,0.262
"Union County, NJ","county",05000US34039,0.237,0.245,0.247
"Warren County, NJ","county",05000US34041,0.266,0.271,0.288
"Bernalillo County, NM","county",05000US35001,0.197,0.204,0.215
"Catron County, NM","county",05000US35003,0.227,0.219,0.203
"Chaves County, NM","county",05000US35005,0.31,0.299,0.292
"Cibola County, NM","county",05000US35006,0.327,0.329,0.312
"Colfax County, NM","county",05000US35007,0.259,0.24,0.22
"Curry County, NM","county",05000US35009,0.286,0.3,0.305
"De Baca County, NM","county",05000US35011,0.246,0.238,0.229
"Doña Ana County, NM","county",05000US35013,0.238,0.232,0.236
"Eddy County, NM","county",05000US35015,0.314,0.301,0.312
"Grant County, NM","county",05000US35017,0.218,0.21,0.218
"Guadalupe County, NM","county",05000US35019,0.28,0.27,0.273
"Harding County, NM","county",05000US35021,0.249,0.227,0.229
"Hidalgo County, NM","county",05000US35023,0.268,0.256,0.229
"Lea County, NM","county",05000US35025,0.333,0.347,0.338
"Lincoln County, NM","county",05000US35027,0.219,0.215,0.199
"Los Alamos County, NM","county",05000US35028,0.2,0.203,0.199
"Luna County, NM","county",05000US35029,0.248,0.231,0.243
"McKinley County, NM","county",05000US35031,0.354,0.333,0.351
"Mora County, NM","county",05000US35033,0.233,0.238,0.226
"Otero County, NM","county",05000US35035,0.235,0.257,0.251
"Quay County, NM","county",05000US35037,0.297,0.324,0.32
"Rio Arriba County, NM","county",05000US35039,0.246,0.241,0.245
"Roosevelt County, NM","county",05000US35041,0.269,0.281,0.269
"Sandoval County, NM","county",05000US35043,0.242,0.241,0.238
"San Juan County, NM","county",05000US35045,0.302,0.303,0.317
"San Miguel County, NM","county",05000US35047,0.219,0.222,0.226
"Santa Fe County, NM","county",05000US35049,0.142,0.138,0.137
"Sierra County, NM","county",05000US35051,0.213,0.21,0.21
"Socorro County, NM","county",05000US35053,0.268,0.256,0.263
"Taos County, NM","county",05000US35055,0.18,0.169,0.174
"Torrance County, NM","county",05000US35057,0.26,0.255,0.261
"Union County, NM","county",05000US35059,0.275,0.284,0.27
"Valencia County, NM","county",05000US35061,0.289,0.271,0.266
"Albany County, NY","county",05000US36001,0.258,0.272,0.254
"Allegany County, NY","county",05000US36003,0.306,0.298,0.296
"Bronx County, NY","county",05000US36005,0.28,0.289,0.304
"Broome County, NY","county",05000US36007,0.268,0.247,0.273
"Cattaraugus County, NY","county",05000US36009,0.286,0.284,0.281
"Cayuga County, NY","county",05000US36011,0.286,0.303,0.306
"Chautauqua County, NY","county",05000US36013,0.259,0.298,0.296
"Chemung County, NY","county",05000US36015,0.307,0.319,0.291
"Chenango County, NY","county",05000US36017,0.328,0.328,0.303
"Clinton County, NY","county",05000US36019,0.325,0.296,0.303
"Columbia County, NY","county",05000US36021,0.256,0.253,0.25
"Cortland County, NY","county",05000US36023,0.266,0.277,0.268
"Delaware County, NY","county",05000US36025,0.26,0.258,0.279
"Dutchess County, NY","county",05000US36027,0.261,0.249,0.259
"Erie County, NY","county",05000US36029,0.287,0.265,0.267
"Essex County, NY","county",05000US36031,0.269,0.285,0.273
"Franklin County, NY","county",05000US36033,0.307,0.298,0.303
"Fulton County, NY","county",05000US36035,0.294,0.287,0.301
"Genesee County, NY","county",05000US36037,0.292,0.295,0.268
"Greene County, NY","county",05000US36039,0.302,0.296,0.279
"Hamilton County, NY","county",05000US36041,0.267,0.28,0.261
"Herkimer County, NY","county",05000US36043,0.31,0.298,0.296
"Jefferson County, NY","county",05000US36045,0.296,0.274,0.284
"Kings County, NY","county",05000US36047,0.227,0.223,0.227
"Lewis County, NY","county",05000US36049,0.272,0.272,0.337
"Livingston County, NY","county",05000US36051,0.278,0.299,0.312
"Madison County, NY","county",05000US36053,0.282,0.294,0.261
"Monroe County, NY","county",05000US36055,0.286,0.272,0.277
"Montgomery County, NY","county",05000US36057,0.272,0.251,0.26
"Nassau County, NY","county",05000US36059,0.224,0.227,0.235
"New York County, NY","county",05000US36061,0.147,0.147,0.147
"Niagara County, NY","county",05000US36063,0.301,0.302,0.304
"Oneida County, NY","county",05000US36065,0.285,0.304,0.314
"Onondaga County, NY","county",05000US36067,0.269,0.278,0.279
"Ontario County, NY","county",05000US36069,0.29,0.295,0.294
"Orange County, NY","county",05000US36071,0.245,0.261,0.288
"Orleans County, NY","county",05000US36073,0.306,0.306,0.285
"Oswego County, NY","county",05000US36075,0.329,0.293,0.292
"Otsego County, NY","county",05000US36077,0.252,0.255,0.26
"Putnam County, NY","county",05000US36079,0.294,0.272,0.241
"Queens County, NY","county",05000US36081,0.237,0.238,0.238
"Rensselaer County, NY","county",05000US36083,0.248,0.236,0.274
"Richmond County, NY","county",05000US36085,0.277,0.263,0.282
"Rockland County, NY","county",05000US36087,0.236,0.209,0.224
"St. Lawrence County, NY","county",05000US36089,0.294,0.286,0.282
"Saratoga County, NY","county",05000US36091,0.26,0.256,0.267
"Schenectady County, NY","county",05000US36093,0.266,0.26,0.261
"Schoharie County, NY","county",05000US36095,0.265,0.269,0.262
"Schuyler County, NY","county",05000US36097,0.293,0.3,0.308
"Seneca County, NY","county",05000US36099,0.291,0.307,0.289
"Steuben County, NY","county",05000US36101,0.302,0.295,0.308
"Suffolk County, NY","county",05000US36103,0.223,0.228,0.231
"Sullivan County, NY","county",05000US36105,0.3,0.307,0.293
"Tioga County, NY","county",05000US36107,0.315,0.315,0.293
"Tompkins County, NY","county",05000US36109,0.238,0.237,0.253
"Ulster County, NY","county",05000US36111,0.27,0.281,0.272
"Warren County, NY","county",05000US36113,0.271,0.26,0.274
"Washington County, NY","county",05000US36115,0.29,0.298,0.319
"Wayne County, NY","county",05000US36117,0.296,0.294,0.302
"Westchester County, NY","county",05000US36119,0.178,0.196,0.203
"Wyoming County, NY","county",05000US36121,0.284,0.263,0.256
"Yates County, NY","county",05000US36123,0.258,0.253,0.266
"Alamance County, NC","county",05000US37001,0.332,0.337,0.351
"Alexander County, NC","county",05000US37003,0.283,0.33,0.34
"Alleghany County, NC","county",05000US37005,0.235,0.257,0.271
"Anson County, NC","county",05000US37007,0.351,0.345,0.346
"Ashe County, NC","county",05000US37009,0.243,0.264,0.291
"Avery County, NC","county",05000US37011,0.257,0.259,0.26
"Beaufort County, NC","county",05000US37013,0.319,0.329,0.33
"Bertie County, NC","county",05000US37015,0.352,0.355,0.355
"Bladen County, NC","county",05000US37017,0.357,0.348,0.382
"Brunswick County, NC","county",05000US37019,0.291,0.286,0.28
"Buncombe County, NC","county",05000US37021,0.236,0.228,0.235
"Burke County, NC","county",05000US37023,0.31,0.315,0.324
"Cabarrus County, NC","county",05000US37025,0.293,0.278,0.3
"Caldwell County, NC","county",05000US37027,0.293,0.31,0.327
"Camden County, NC","county",05000US37029,0.313,0.323,0.31
"Carteret County, NC","county",05000US37031,0.281,0.262,0.258
"Caswell County, NC","county",05000US37033,0.339,0.358,0.36
"Catawba County, NC","county",05000US37035,0.285,0.308,0.295
"Chatham County, NC","county",05000US37037,0.256,0.27,0.271
"Cherokee County, NC","county",05000US37039,0.289,0.285,0.3
"Chowan County, NC","county",05000US37041,0.316,0.324,0.342
"Clay County, NC","county",05000US37043,0.264,0.286,0.287
"Cleveland County, NC","county",05000US37045,0.292,0.321,0.309
"Columbus County, NC","county",05000US37047,0.315,0.31,0.312
"Craven County, NC","county",05000US37049,0.304,0.295,0.301
"Cumberland County, NC","county",05000US37051,0.311,0.32,0.323
"Currituck County, NC","county",05000US37053,0.305,0.283,0.289
"Dare County, NC","county",05000US37055,0.278,0.281,0.274
"Davidson County, NC","county",05000US37057,0.299,0.302,0.314
"Davie County, NC","county",05000US37059,0.265,0.28,0.291
"Duplin County, NC","county",05000US37061,0.34,0.292,0.32
"Durham County, NC","county",05000US37063,0.288,0.282,0.292
"Edgecombe County, NC","county",05000US37065,0.397,0.392,0.408
"Forsyth County, NC","county",05000US37067,0.259,0.287,0.314
"Franklin County, NC","county",05000US37069,0.325,0.318,0.312
"Gaston County, NC","county",05000US37071,0.312,0.336,0.333
"Gates County, NC","county",05000US37073,0.343,0.341,0.339
"Graham County, NC","county",05000US37075,0.295,0.305,0.275
"Granville County, NC","county",05000US37077,0.333,0.37,0.358
"Greene County, NC","county",05000US37079,0.331,0.342,0.359
"Guilford County, NC","county",05000US37081,0.282,0.284,0.307
"Halifax County, NC","county",05000US37083,0.392,0.394,0.39
"Harnett County, NC","county",05000US37085,0.31,0.33,0.332
"Haywood County, NC","county",05000US37087,0.239,0.264,0.3
"Henderson County, NC","county",05000US37089,0.218,0.243,0.271
"Hertford County, NC","county",05000US37091,0.334,0.352,0.369
"Hoke County, NC","county",05000US37093,0.344,0.348,0.347
"Hyde County, NC","county",05000US37095,0.297,0.299,0.297
"Iredell County, NC","county",05000US37097,0.283,0.282,0.291
"Jackson County, NC","county",05000US37099,0.323,0.324,0.314
"Johnston County, NC","county",05000US37101,0.343,0.352,0.355
"Jones County, NC","county",05000US37103,0.343,0.344,0.339
"Lee County, NC","county",05000US37105,0.292,0.293,0.299
"Lenoir County, NC","county",05000US37107,0.353,0.36,0.372
"Lincoln County, NC","county",05000US37109,0.286,0.288,0.276
"McDowell County, NC","county",05000US37111,0.313,0.303,0.309
"Macon County, NC","county",05000US37113,0.242,0.251,0.274
"Madison County, NC","county",05000US37115,0.29,0.248,0.248
"Martin County, NC","county",05000US37117,0.358,0.364,0.38
"Mecklenburg County, NC","county",05000US37119,0.244,0.235,0.239
"Mitchell County, NC","county",05000US37121,0.304,0.288,0.292
"Montgomery County, NC","county",05000US37123,0.33,0.319,0.307
"Moore County, NC","county",05000US37125,0.278,0.279,0.274
"Nash County, NC","county",05000US37127,0.319,0.312,0.315
"New Hanover County, NC","county",05000US37129,0.25,0.26,0.249
"Northampton County, NC","county",05000US37131,0.356,0.378,0.385
"Onslow County, NC","county",05000US37133,0.275,0.261,0.297
"Orange County, NC","county",05000US37135,0.213,0.199,0.233
"Pamlico County, NC","county",05000US37137,0.304,0.319,0.315
"Pasquotank County, NC","county",05000US37139,0.345,0.337,0.354
"Pender County, NC","county",05000US37141,0.269,0.288,0.311
"Perquimans County, NC","county",05000US37143,0.338,0.332,0.326
"Person County, NC","county",05000US37145,0.333,0.327,0.327
"Pitt County, NC","county",05000US37147,0.371,0.344,0.343
"Polk County, NC","county",05000US37149,0.251,0.27,0.273
"Randolph County, NC","county",05000US37151,0.298,0.298,0.322
"Richmond County, NC","county",05000US37153,0.349,0.371,0.379
"Robeson County, NC","county",05000US37155,0.395,0.391,0.396
"Rockingham County, NC","county",05000US37157,0.342,0.34,0.354
"Rowan County, NC","county",05000US37159,0.34,0.343,0.327
"Rutherford County, NC","county",05000US37161,0.273,0.281,0.287
"Sampson County, NC","county",05000US37163,0.364,0.386,0.367
"Scotland County, NC","county",05000US37165,0.357,0.366,0.364
"Stanly County, NC","county",05000US37167,0.286,0.298,0.3
"Stokes County, NC","county",05000US37169,0.314,0.337,0.338
"Surry County, NC","county",05000US37171,0.313,0.289,0.309
"Swain County, NC","county",05000US37173,0.33,0.353,0.333
"Transylvania County, NC","county",05000US37175,0.241,0.24,0.243
"Tyrrell County, NC","county",05000US37177,0.314,0.31,0.308
"Union County, NC","county",05000US37179,0.268,0.266,0.265
"Vance County, NC","county",05000US37181,0.354,0.369,0.382
"Wake County, NC","county",05000US37183,0.253,0.249,0.248
"Warren County, NC","county",05000US37185,0.363,0.377,0.392
"Washington County, NC","county",05000US37187,0.338,0.328,0.328
"Watauga County, NC","county",05000US37189,0.253,0.264,0.264
"Wayne County, NC","county",05000US37191,0.321,0.347,0.344
"Wilkes County, NC","county",05000US37193,0.293,0.262,0.267
"Wilson County, NC","county",05000US37195,0.373,0.381,0.368
"Yadkin County, NC","county",05000US37197,0.301,0.323,0.31
"Yancey County, NC","county",05000US37199,0.271,0.27,0.27
"Adams County, ND","county",05000US38001,0.304,0.333,0.319
"Barnes County, ND","county",05000US38003,0.279,0.328,0.347
"Benson County, ND","county",05000US38005,0.328,0.354,0.31
"Billings County, ND","county",05000US38007,0.316,0.297,0.283
"Bottineau County, ND","county",05000US38009,0.304,0.302,0.31
"Bowman County, ND","county",05000US38011,0.307,0.297,0.303
"Burke County, ND","county",05000US38013,0.286,0.296,0.289
"Burleigh County, ND","county",05000US38015,0.28,0.294,0.291
"Cass County, ND","county",05000US38017,0.266,0.273,0.291
"Cavalier County, ND","county",05000US38019,0.278,0.312,0.321
"Dickey County, ND","county",05000US38021,0.337,0.329,0.334
"Divide County, ND","county",05000US38023,0.286,0.286,0.271
"Dunn County, ND","county",05000US38025,0.285,0.303,0.335
"Eddy County, ND","county",05000US38027,0.302,0.315,0.315
"Emmons County, ND","county",05000US38029,0.306,0.313,0.309
"Foster County, ND","county",05000US38031,0.284,0.294,0.305
"Golden Valley County, ND","county",05000US38033,0.288,0.291,0.321
"Grand Forks County, ND","county",05000US38035,0.29,0.29,0.301
"Grant County, ND","county",05000US38037,0.328,0.324,0.333
"Griggs County, ND","county",05000US38039,0.308,0.297,0.269
"Hettinger County, ND","county",05000US38041,0.269,0.31,0.291
"Kidder County, ND","county",05000US38043,0.315,0.287,0.301
"LaMoure County, ND","county",05000US38045,0.324,0.332,0.334
"Logan County, ND","county",05000US38047,0.359,0.335,0.328
"McHenry County, ND","county",05000US38049,0.284,0.288,0.317
"McIntosh County, ND","county",05000US38051,0.316,0.321,0.328
"McKenzie County, ND","county",05000US38053,0.306,0.335,0.328
"McLean County, ND","county",05000US38055,0.299,0.329,0.334
