geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"Autauga County, AL","county",05000US01001,0.313,0.309,0.341
"Baldwin County, AL","county",05000US01003,0.25,0.267,0.274
"Barbour County, AL","county",05000US01005,0.384,0.408,0.444
"Bibb County, AL","county",05000US01007,0.373,0.401,0.403
"Blount County, AL","county",05000US01009,0.309,0.324,0.346
"Bullock County, AL","county",05000US01011,0.432,0.445,0.43
"Butler County, AL","county",05000US01013,0.384,0.36,0.363
"Calhoun County, AL","county",05000US01015,0.315,0.32,0.322
"Chambers County, AL","county",05000US01017,0.397,0.398,0.397
"Cherokee County, AL","county",05000US01019,0.303,0.327,0.336
"Chilton County, AL","county",05000US01021,0.37,0.371,0.359
"Choctaw County, AL","county",05000US01023,0.402,0.387,0.408
"Clarke County, AL","county",05000US01025,0.352,0.361,0.382
"Clay County, AL","county",05000US01027,0.374,0.377,0.373
"Cleburne County, AL","county",05000US01029,0.304,0.3,0.3
"Coffee County, AL","county",05000US01031,0.285,0.302,0.337
"Colbert County, AL","county",05000US01033,0.339,0.366,0.375
"Conecuh County, AL","county",05000US01035,0.391,0.372,0.364
"Coosa County, AL","county",05000US01037,0.372,0.388,0.397
"Covington County, AL","county",05000US01039,0.323,0.316,0.34
"Crenshaw County, AL","county",05000US01041,0.371,0.366,0.397
"Cullman County, AL","county",05000US01043,0.344,0.347,0.334
"Dale County, AL","county",05000US01045,0.344,0.362,0.365
"Dallas County, AL","county",05000US01047,0.417,0.424,0.408
"DeKalb County, AL","county",05000US01049,0.321,0.306,0.304
"Elmore County, AL","county",05000US01051,0.301,0.303,0.354
"Escambia County, AL","county",05000US01053,0.383,0.394,0.377
"Etowah County, AL","county",05000US01055,0.338,0.347,0.351
"Fayette County, AL","county",05000US01057,0.363,0.324,0.337
"Franklin County, AL","county",05000US01059,0.335,0.342,0.332
"Geneva County, AL","county",05000US01061,0.345,0.347,0.341
"Greene County, AL","county",05000US01063,0.481,0.459,0.463
"Hale County, AL","county",05000US01065,0.362,0.359,0.404
"Henry County, AL","county",05000US01067,0.341,0.352,0.358
"Houston County, AL","county",05000US01069,0.329,0.336,0.328
"Jackson County, AL","county",05000US01071,0.29,0.306,0.32
"Jefferson County, AL","county",05000US01073,0.329,0.337,0.332
"Lamar County, AL","county",05000US01075,0.328,0.325,0.336
"Lauderdale County, AL","county",05000US01077,0.312,0.316,0.329
"Lawrence County, AL","county",05000US01079,0.386,0.363,0.355
"Lee County, AL","county",05000US01081,0.3,0.295,0.29
"Limestone County, AL","county",05000US01083,0.334,0.335,0.329
"Lowndes County, AL","county",05000US01085,0.437,0.464,0.451
"Macon County, AL","county",05000US01087,0.417,0.424,0.447
"Madison County, AL","county",05000US01089,0.306,0.312,0.323
"Marengo County, AL","county",05000US01091,0.423,0.413,0.403
"Marion County, AL","county",05000US01093,0.341,0.349,0.355
"Marshall County, AL","county",05000US01095,0.339,0.35,0.332
"Mobile County, AL","county",05000US01097,0.359,0.361,0.371
"Monroe County, AL","county",05000US01099,0.363,0.372,0.353
"Montgomery County, AL","county",05000US01101,0.346,0.336,0.348
"Morgan County, AL","county",05000US01103,0.302,0.322,0.316
"Perry County, AL","county",05000US01105,0.387,0.378,0.43
"Pickens County, AL","county",05000US01107,0.401,0.374,0.364
"Pike County, AL","county",05000US01109,0.353,0.341,0.384
"Randolph County, AL","county",05000US01111,0.341,0.332,0.309
"Russell County, AL","county",05000US01113,0.342,0.348,0.364
"St. Clair County, AL","county",05000US01115,0.317,0.331,0.33
"Shelby County, AL","county",05000US01117,0.315,0.313,0.301
"Sumter County, AL","county",05000US01119,0.404,0.396,0.403
"Talladega County, AL","county",05000US01121,0.38,0.376,0.39
"Tallapoosa County, AL","county",05000US01123,0.356,0.365,0.369
"Tuscaloosa County, AL","county",05000US01125,0.329,0.327,0.343
"Walker County, AL","county",05000US01127,0.334,0.329,0.332
"Washington County, AL","county",05000US01129,0.361,0.36,0.402
"Wilcox County, AL","county",05000US01131,0.428,0.444,0.449
"Winston County, AL","county",05000US01133,0.334,0.287,0.302
"Aleutians East Borough, AK","county",05000US02013,0.323,0.311,0.334
"Aleutians West Census Area, AK","county",05000US02016,0.329,0.362,0.394
"Anchorage Municipality, AK","county",05000US02020,0.268,0.27,0.27
"Bethel Census Area, AK","county",05000US02050,0.324,0.316,0.303
"Bristol Bay Borough, AK","county",05000US02060,0.331,0.341,0.397
"Denali Borough, AK","county",05000US02068,0.236,0.247,0.27
"Dillingham Census Area, AK","county",05000US02070,0.316,0.353,0.38
"Fairbanks North Star Borough, AK","county",05000US02090,0.285,0.286,0.281
"Haines Borough, AK","county",05000US02100,0.284,0.265,0.255
"Juneau City and Borough, AK","county",05000US02110,0.269,0.27,0.286
"Kenai Peninsula Borough, AK","county",05000US02122,0.275,0.28,0.284
"Ketchikan Gateway Borough, AK","county",05000US02130,0.28,0.293,0.308
"Kodiak Island Borough, AK","county",05000US02150,0.315,0.293,0.302
"Lake and Peninsula Borough, AK","county",05000US02164,0.326,0.324,0.319
"Matanuska-Susitna Borough, AK","county",05000US02170,0.298,0.289,0.302
"Nome Census Area, AK","county",05000US02180,0.341,0.333,0.317
"North Slope Borough, AK","county",05000US02185,0.342,0.353,0.365
"Northwest Arctic Borough, AK","county",05000US02188,0.297,0.325,0.324
,,05000US02201,0.355,0.353,
"Sitka City and Borough, AK","county",05000US02220,0.288,0.27,0.287
,,05000US02232,0.309,0.312,
"Southeast Fairbanks Census Area, AK","county",05000US02240,0.325,0.33,0.331
"Valdez-Cordova Census Area, AK","county",05000US02261,0.297,0.304,0.304
"Wade Hampton Census Area, AK","county",05000US02270,0.346,0.344,
,,05000US02280,0.301,0.296,
"Yakutat City and Borough, AK","county",05000US02282,0.311,0.321,0.313
"Yukon-Koyukuk Census Area, AK","county",05000US02290,0.263,0.265,0.283
"Apache County, AZ","county",05000US04001,0.319,0.328,0.352
"Cochise County, AZ","county",05000US04003,0.236,0.247,0.26
"Coconino County, AZ","county",05000US04005,0.24,0.215,0.232
"Gila County, AZ","county",05000US04007,0.271,0.268,0.275
"Graham County, AZ","county",05000US04009,0.35,0.318,0.325
"Greenlee County, AZ","county",05000US04011,0.354,0.334,0.347
"La Paz County, AZ","county",05000US04012,0.32,0.315,0.32
"Maricopa County, AZ","county",05000US04013,0.226,0.222,0.254
"Mohave County, AZ","county",05000US04015,0.266,0.281,0.296
"Navajo County, AZ","county",05000US04017,0.312,0.309,0.309
"Pima County, AZ","county",05000US04019,0.221,0.217,0.242
"Pinal County, AZ","county",05000US04021,0.302,0.299,0.316
"Santa Cruz County, AZ","county",05000US04023,0.205,0.212,0.23
"Yavapai County, AZ","county",05000US04025,0.259,0.247,0.253
"Yuma County, AZ","county",05000US04027,0.312,0.304,0.305
"Arkansas County, AR","county",05000US05001,0.351,0.34,0.338
"Ashley County, AR","county",05000US05003,0.361,0.398,0.421
"Baxter County, AR","county",05000US05005,0.293,0.29,0.323
"Benton County, AR","county",05000US05007,0.272,0.284,0.301
"Boone County, AR","county",05000US05009,0.263,0.292,0.339
"Bradley County, AR","county",05000US05011,0.347,0.371,0.39
"Calhoun County, AR","county",05000US05013,0.352,0.35,0.342
"Carroll County, AR","county",05000US05015,0.335,0.362,0.358
"Chicot County, AR","county",05000US05017,0.385,0.392,0.431
"Clark County, AR","county",05000US05019,0.325,0.318,0.343
"Clay County, AR","county",05000US05021,0.317,0.327,0.337
"Cleburne County, AR","county",05000US05023,0.28,0.312,0.318
"Cleveland County, AR","county",05000US05025,0.354,0.367,0.357
"Columbia County, AR","county",05000US05027,0.37,0.381,0.364
"Conway County, AR","county",05000US05029,0.397,0.391,0.397
"Craighead County, AR","county",05000US05031,0.34,0.364,0.364
"Crawford County, AR","county",05000US05033,0.377,0.361,0.351
"Crittenden County, AR","county",05000US05035,0.382,0.384,0.388
"Cross County, AR","county",05000US05037,0.375,0.377,0.379
"Dallas County, AR","county",05000US05039,0.325,0.362,0.362
"Desha County, AR","county",05000US05041,0.365,0.388,0.396
"Drew County, AR","county",05000US05043,0.319,0.308,0.343
"Faulkner County, AR","county",05000US05045,0.3,0.289,0.332
"Franklin County, AR","county",05000US05047,0.352,0.368,0.371
"Fulton County, AR","county",05000US05049,0.319,0.32,0.329
"Garland County, AR","county",05000US05051,0.309,0.31,0.323
"Grant County, AR","county",05000US05053,0.358,0.366,0.383
"Greene County, AR","county",05000US05055,0.339,0.341,0.312
"Hempstead County, AR","county",05000US05057,0.391,0.412,0.403
"Hot Spring County, AR","county",05000US05059,0.326,0.325,0.347
"Howard County, AR","county",05000US05061,0.369,0.373,0.357
"Independence County, AR","county",05000US05063,0.309,0.34,0.372
"Izard County, AR","county",05000US05065,0.33,0.33,0.339
"Jackson County, AR","county",05000US05067,0.411,0.401,0.372
"Jefferson County, AR","county",05000US05069,0.386,0.39,0.407
"Johnson County, AR","county",05000US05071,0.324,0.347,0.364
"Lafayette County, AR","county",05000US05073,0.325,0.34,0.363
"Lawrence County, AR","county",05000US05075,0.334,0.333,0.318
"Lee County, AR","county",05000US05077,0.354,0.352,0.357
"Lincoln County, AR","county",05000US05079,0.338,0.357,0.375
"Little River County, AR","county",05000US05081,0.312,0.331,0.327
"Logan County, AR","county",05000US05083,0.347,0.353,0.375
"Lonoke County, AR","county",05000US05085,0.335,0.339,0.358
"Madison County, AR","county",05000US05087,0.333,0.329,0.34
"Marion County, AR","county",05000US05089,0.309,0.308,0.317
"Miller County, AR","county",05000US05091,0.327,0.335,0.359
"Mississippi County, AR","county",05000US05093,0.387,0.377,0.398
"Monroe County, AR","county",05000US05095,0.358,0.371,0.375
"Montgomery County, AR","county",05000US05097,0.306,0.331,0.338
"Nevada County, AR","county",05000US05099,0.329,0.343,0.36
"Newton County, AR","county",05000US05101,0.36,0.367,0.342
"Ouachita County, AR","county",05000US05103,0.378,0.378,0.348
"Perry County, AR","county",05000US05105,0.331,0.361,0.375
"Phillips County, AR","county",05000US05107,0.4,0.415,0.455
"Pike County, AR","county",05000US05109,0.351,0.373,0.378
"Poinsett County, AR","county",05000US05111,0.357,0.404,0.384
"Polk County, AR","county",05000US05113,0.325,0.32,0.367
"Pope County, AR","county",05000US05115,0.348,0.328,0.321
"Prairie County, AR","county",05000US05117,0.345,0.353,0.363
"Pulaski County, AR","county",05000US05119,0.329,0.315,0.317
"Randolph County, AR","county",05000US05121,0.352,0.353,0.353
"St. Francis County, AR","county",05000US05123,0.395,0.404,0.425
"Saline County, AR","county",05000US05125,0.315,0.315,0.325
"Scott County, AR","county",05000US05127,0.311,0.313,0.325
"Searcy County, AR","county",05000US05129,0.312,0.318,0.35
"Sebastian County, AR","county",05000US05131,0.31,0.352,0.369
"Sevier County, AR","county",05000US05133,0.387,0.398,0.367
"Sharp County, AR","county",05000US05135,0.302,0.334,0.373
"Stone County, AR","county",05000US05137,0.348,0.351,0.326
"Union County, AR","county",05000US05139,0.363,0.355,0.394
"Van Buren County, AR","county",05000US05141,0.344,0.35,0.356
"Washington County, AR","county",05000US05143,0.292,0.292,0.306
"White County, AR","county",05000US05145,0.339,0.354,0.363
"Woodruff County, AR","county",05000US05147,0.367,0.361,0.358
"Yell County, AR","county",05000US05149,0.343,0.352,0.371
"Alameda County, CA","county",05000US06001,0.205,0.2,0.2
"Alpine County, CA","county",05000US06003,0.235,0.237,0.234
"Amador County, CA","county",05000US06005,0.248,0.266,0.255
"Butte County, CA","county",05000US06007,0.244,0.252,0.259
"Calaveras County, CA","county",05000US06009,0.243,0.253,0.235
"Colusa County, CA","county",05000US06011,0.223,0.237,0.254
"Contra Costa County, CA","county",05000US06013,0.224,0.229,0.25
"Del Norte County, CA","county",05000US06015,0.255,0.272,0.255
"El Dorado County, CA","county",05000US06017,0.21,0.194,0.206
"Fresno County, CA","county",05000US06019,0.285,0.288,0.266
"Glenn County, CA","county",05000US06021,0.259,0.283,0.267
"Humboldt County, CA","county",05000US06023,0.257,0.245,0.255
"Imperial County, CA","county",05000US06025,0.221,0.25,0.263
"Inyo County, CA","county",05000US06027,0.228,0.229,0.233
"Kern County, CA","county",05000US06029,0.28,0.285,0.303
"Kings County, CA","county",05000US06031,0.237,0.249,0.264
"Lake County, CA","county",05000US06033,0.265,0.266,0.262
"Lassen County, CA","county",05000US06035,0.241,0.249,0.239
"Los Angeles County, CA","county",05000US06037,0.213,0.21,0.214
"Madera County, CA","county",05000US06039,0.276,0.267,0.265
"Marin County, CA","county",05000US06041,0.158,0.181,0.189
"Mariposa County, CA","county",05000US06043,0.241,0.234,0.244
"Mendocino County, CA","county",05000US06045,0.242,0.232,0.224
"Merced County, CA","county",05000US06047,0.311,0.293,0.295
"Modoc County, CA","county",05000US06049,0.241,0.246,0.232
"Mono County, CA","county",05000US06051,0.216,0.222,0.228
"Monterey County, CA","county",05000US06053,0.22,0.237,0.223
"Napa County, CA","county",05000US06055,0.241,0.243,0.237
"Nevada County, CA","county",05000US06057,0.178,0.2,0.211
"Orange County, CA","county",05000US06059,0.207,0.198,0.197
"Placer County, CA","county",05000US06061,0.225,0.227,0.217
"Plumas County, CA","county",05000US06063,0.248,0.24,0.23
"Riverside County, CA","county",05000US06065,0.259,0.255,0.26
"Sacramento County, CA","county",05000US06067,0.269,0.266,0.274
"San Benito County, CA","county",05000US06069,0.233,0.239,0.233
"San Bernardino County, CA","county",05000US06071,0.277,0.287,0.279
"San Diego County, CA","county",05000US06073,0.226,0.202,0.191
"San Francisco County, CA","county",05000US06075,0.152,0.148,0.161
"San Joaquin County, CA","county",05000US06077,0.304,0.294,0.283
"San Luis Obispo County, CA","county",05000US06079,0.204,0.218,0.245
"San Mateo County, CA","county",05000US06081,0.208,0.201,0.211
"Santa Barbara County, CA","county",05000US06083,0.194,0.19,0.182
"Santa Clara County, CA","county",05000US06085,0.204,0.195,0.195
"Santa Cruz County, CA","county",05000US06087,0.215,0.206,0.202
"Shasta County, CA","county",05000US06089,0.273,0.272,0.265
"Sierra County, CA","county",05000US06091,0.233,0.238,0.225
"Siskiyou County, CA","county",05000US06093,0.217,0.229,0.232
"Solano County, CA","county",05000US06095,0.265,0.295,0.301
"Sonoma County, CA","county",05000US06097,0.224,0.216,0.209
"Stanislaus County, CA","county",05000US06099,0.321,0.324,0.326
"Sutter County, CA","county",05000US06101,0.276,0.28,0.287
"Tehama County, CA","county",05000US06103,0.271,0.288,0.272
"Trinity County, CA","county",05000US06105,0.25,0.265,0.251
"Tulare County, CA","county",05000US06107,0.283,0.295,0.326
"Tuolumne County, CA","county",05000US06109,0.227,0.206,0.202
"Ventura County, CA","county",05000US06111,0.213,0.206,0.203
"Yolo County, CA","county",05000US06113,0.211,0.202,0.227
"Yuba County, CA","county",05000US06115,0.276,0.259,0.248
"Adams County, CO","county",05000US08001,0.249,0.258,0.263
"Alamosa County, CO","county",05000US08003,0.213,0.228,0.23
"Arapahoe County, CO","county",05000US08005,0.212,0.21,0.214
"Archuleta County, CO","county",05000US08007,0.166,0.162,0.165
"Baca County, CO","county",05000US08009,0.206,0.206,0.194
"Bent County, CO","county",05000US08011,0.243,0.244,0.265
"Boulder County, CO","county",05000US08013,0.15,0.133,0.134
"Broomfield County, CO","county",05000US08014,0.202,0.182,0.176
"Chaffee County, CO","county",05000US08015,0.18,0.191,0.205
"Cheyenne County, CO","county",05000US08017,0.253,0.245,0.237
"Clear Creek County, CO","county",05000US08019,0.173,0.169,0.181
"Conejos County, CO","county",05000US08021,0.192,0.215,0.245
"Costilla County, CO","county",05000US08023,0.215,0.214,0.219
"Crowley County, CO","county",05000US08025,0.241,0.226,0.216
"Custer County, CO","county",05000US08027,0.205,0.207,0.205
"Delta County, CO","county",05000US08029,0.221,0.215,0.204
"Denver County, CO","county",05000US08031,0.17,0.17,0.164
"Dolores County, CO","county",05000US08033,0.2,0.211,0.198
"Douglas County, CO","county",05000US08035,0.163,0.169,0.17
"Eagle County, CO","county",05000US08037,0.12,0.107,0.118
"Elbert County, CO","county",05000US08039,0.201,0.189,0.196
"El Paso County, CO","county",05000US08041,0.218,0.214,0.223
"Fremont County, CO","county",05000US08043,0.221,0.23,0.228
"Garfield County, CO","county",05000US08045,0.198,0.177,0.2
"Gilpin County, CO","county",05000US08047,0.193,0.188,0.197
"Grand County, CO","county",05000US08049,0.187,0.174,0.174
"Gunnison County, CO","county",05000US08051,0.16,0.16,0.148
"Hinsdale County, CO","county",05000US08053,0.212,0.21,0.205
"Huerfano County, CO","county",05000US08055,0.197,0.208,0.201
"Jackson County, CO","county",05000US08057,0.223,0.209,0.214
"Jefferson County, CO","county",05000US08059,0.198,0.186,0.183
"Kiowa County, CO","county",05000US08061,0.239,0.21,0.195
"Kit Carson County, CO","county",05000US08063,0.261,0.265,0.276
"Lake County, CO","county",05000US08065,0.193,0.189,0.175
"La Plata County, CO","county",05000US08067,0.172,0.168,0.163
"Larimer County, CO","county",05000US08069,0.199,0.189,0.187
"Las Animas County, CO","county",05000US08071,0.231,0.214,0.21
"Lincoln County, CO","county",05000US08073,0.243,0.258,0.238
"Logan County, CO","county",05000US08075,0.239,0.245,0.254
"Mesa County, CO","county",05000US08077,0.232,0.23,0.235
"Mineral County, CO","county",05000US08079,0.193,0.19,0.181
"Moffat County, CO","county",05000US08081,0.272,0.262,0.258
"Montezuma County, CO","county",05000US08083,0.208,0.22,0.217
"Montrose County, CO","county",05000US08085,0.219,0.201,0.197
"Morgan County, CO","county",05000US08087,0.298,0.278,0.269
"Otero County, CO","county",05000US08089,0.274,0.271,0.269
"Ouray County, CO","county",05000US08091,0.185,0.172,0.186
"Park County, CO","county",05000US08093,0.203,0.199,0.205
"Phillips County, CO","county",05000US08095,0.22,0.229,0.228
"Pitkin County, CO","county",05000US08097,0.133,0.137,0.149
"Prowers County, CO","county",05000US08099,0.263,0.268,0.261
"Pueblo County, CO","county",05000US08101,0.265,0.263,0.259
"Rio Blanco County, CO","county",05000US08103,0.222,0.227,0.226
"Rio Grande County, CO","county",05000US08105,0.235,0.23,0.232
"Routt County, CO","county",05000US08107,0.147,0.141,0.143
"Saguache County, CO","county",05000US08109,0.222,0.209,0.197
"San Juan County, CO","county",05000US08111,0.21,0.2,0.193
"San Miguel County, CO","county",05000US08113,0.164,0.164,0.167
"Sedgwick County, CO","county",05000US08115,0.242,0.229,0.221
"Summit County, CO","county",05000US08117,0.132,0.125,0.131
"Teller County, CO","county",05000US08119,0.167,0.179,0.203
"Washington County, CO","county",05000US08121,0.24,0.24,0.232
"Weld County, CO","county",05000US08123,0.253,0.255,0.26
"Yuma County, CO","county",05000US08125,0.242,0.277,0.248
"Fairfield County, CT","county",05000US09001,0.196,0.208,0.214
"Hartford County, CT","county",05000US09003,0.261,0.265,0.268
"Litchfield County, CT","county",05000US09005,0.235,0.229,0.239
